pltID,mukey,muname
2_13_321_32,325127,"Pelham loamy sand, 0 to 2 percent slopes"
2_13_71_79,325561,"Osier-Pelham complex, 0 to 2 percent slopes, frequently flooded"
2_13_71_80,325573,"Tifton loamy sand, 2 to 5 percent slopes"
3_13_163_11,325862,"Orangeburg loamy sand, 0 to 2 percent slopes"
3_13_177_32,325993,Grady soils
3_13_177_43,326004,"Lucy loamy sand, 5 to 8 percent slopes"
3_13_211_19,142574,"Cecil sandy loam, 2 to 6 percent slopes, moderately eroded"
3_13_211_3,142578,"Chewacla silt loam, 0 to 2 percent slopes, frequently flooded"
3_13_211_32,142574,"Cecil sandy loam, 2 to 6 percent slopes, moderately eroded"
3_13_289_1,325028,"Greenville clay loam, 12 to 17 percent slopes, severely eroded"
3_13_319_26,326340,Chewacla-Congaree association
4_13_113_13,125534,"Pacolet sandy loam, 10 to 25 percent slopes"
4_13_221_46,124876,"Cecil sandy loam, 2 to 6 percent slopes"
1_21_159_15,550914,"Shelocta-Grigsby-Orrville complex, 2 to 15 percent slopes"
1_21_95_18,552116,"Fairpoint and Bethesda soils, 20 to 70 percent slopes, stony"
1_21_95_5,552133,"Shelocta-Kimper-Cloverlick complex, 20 to 80 percent slopes, very stony"
3_21_13_34,552110,"Cloverlick-Guyandotte-Highsplint complex, 20 to 80 percent slopes, very stony"
3_21_13_37,552133,"Shelocta-Kimper-Cloverlick complex, 20 to 80 percent slopes, very stony"
3_21_147_43,609552,"Bethesda and Fairpoint soils, 6 to 20 percent slopes"
3_21_235_46,552217,"Fairpoint and Bethesda soils, 20 to 70 percent slopes, stony"
4_21_151_46,1397862,"Cynthiana-Rock outcrop complex, 12 to 30 percent slopes"
4_21_37_5,552031,"Eden silty clay loam, 20 to 35 percent slopes, eroded"
5_21_169_44,549750,"Dandridge and Westmoreland shaly silt loams, 20 to 50 percent slopes (dandridge, garmon)"
5_21_199_16,552403,"Frederick silt loam, 6 to 12 percent slopes"
5_21_57_4,551479,"Trimble cobbly silt loam, 6 to 12 percent slopes, eroded"
6_21_149_14,551095,"Sharon silt loam, 0 to 2 percent slopes, occasionally flooded"
6_21_171_1,549918,"Trimble cherty silt loam, 6 to 12 percent slopes"
6_21_9_43,2453012,"Talbott cherty silty clay loam, 2 to 6 percent slopes, eroded (vertrees)"
1_22_25_49,1722399,"Memphis silt loam, 0 to 2 percent slopes"
1_22_25_50,1722387,"Dundee silty clay loam, 0 to 1 percent slopes"
1_22_83_52,1714780,Gilbert silt loam
2_22_101_112,378492,"Baldwin silty clay loam, 0 to 1 percent slopes"
2_22_1_56,376887,"Basile and Brule, 0 to 3 percent slopes, frequently flooded"
2_22_1_65,376920,"Kinder-Vidrine complex, 0 to 1 percent slopes"
2_22_45_113,824206,"Hydraquents, Carville, and Glenwild soils, undulating, flooded"
2_22_47_65,808487,"Convent silt loam, 0 to 3 percent slopes, occasionally flooded"
2_22_55_23,808620,"Memphis silt loam, 0 to 1 percent slopes"
2_22_57_125,808522,Rita muck
2_22_5_30,1014622,"Barbary muck, 0 to 1 percent slopes, frequently flooded"
2_22_87_169,375357,"Harahan clay, 0 to 1 percent slopes"
2_22_93_16,1415798,"Schriever clay, 0 to 1 percent slopes, rarely flooded"
2_22_97_68,823519,"Convent very fine sandy loam, gently undulating"
2_22_99_76,1451683,"Tensas silty clay loam, 0 to 1 percent slopes"
2_22_99_77,1451683,"Tensas silty clay loam, 0 to 1 percent slopes"
2_22_99_81,824141,Carville-Barbary association
2_22_9_85,1711972,"Vick silt loam, 0 to 2 percent slopes"
2_22_9_96,1711977,Water
3_22_115_128,1725548,"Guyton-Iulus complex, 0 to 1 percent slopes, frequently flooded"
3_22_11_119,1725706,"Glenmora silt loam, 1 to 3 percent slopes"
3_22_11_77,1725729,"Simelake-Pluck complex, 0 to 1 percent slopes, frequently flooded"
3_22_11_83,1725716,"Malbis fine sandy loam, 3 to 5 percent slopes"
3_22_11_98,1725683,"Beauregard silt loam, 1 to 3 percent slopes"
3_22_39_54,1017117,"Caddo-Messer complex, 0 to 1 percent slopes"
3_22_3_64,1586104,"Guyton-Ouachita complex, 0 to 1 percent slopes, frequently flooded"
3_22_3_69,1586110,"Kinder-Gist complex, 0 to 1 percent slopes"
3_22_3_77,1586104,"Guyton-Ouachita complex, 0 to 1 percent slopes, frequently flooded"
3_22_3_81,1586107,"Guyton silt loam, 0 to 1 percent slopes, occasionally flooded"
3_22_3_83,1586095,"Beauregard silt loam, 1 to 3 percent slopes"
3_22_3_88,1586105,"Glenmora silt loam, 1 to 3 percent slopes"
3_22_43_42,1527461,"Glenmora silt loam, 1 to 3 percent slopes"
4_22_103_122,326990,"Arkabutla and Rosebloom soils, frequently flooded"
4_22_103_87,326990,"Arkabutla and Rosebloom soils, frequently flooded"
4_22_105_64,1536516,Myatt fine sandy loam
4_22_105_78,1536528,"Toula silt loam, 1 to 3 percent slopes"
4_22_117_54,1724148,"Prentiss fine sandy loam, 1 to 3 percent slopes"
4_22_117_63,1724145,"Ouachita, Bibb, and Jena soils, frequently flooded"
4_22_117_64,1724145,"Ouachita, Bibb, and Jena soils, frequently flooded"
4_22_117_69,1724139,"Cahaba fine sandy loam, 1 to 5 percent slopes"
4_22_33_33,577025,"Frost silt loam, 0 to 1 percent slopes, occasionally flooded"
4_22_33_41,737721,"Olivier silt loam, 0 to 1 percent slopes"
4_22_33_46,577016,"Ouachita, Ochlockonee, and Guyton soils, nearly level to undulating, frequently flooded"
4_22_63_59,569737,"Colyell silt loam, 1 to 3 percent slopes, rarely flooded"
4_22_63_60,569753,"Satsuma silt loam, 1 to 3 percent slopes"
5_22_111_67,1725361,"Sacul very fine sandy loam, 5 to 12 percent slopes"
5_22_111_69,1725351,"Mahan fine sandy loam, 5 to 12 percent slopes"
5_22_111_72,1725330,"Darley gravelly fine sandy loam, 5 to 12 percent slopes"
5_22_111_91,1725359,"Ruston fine sandy loam, 1 to 5 percent slopes"
5_22_17_76,2805730,"Moreland clay, 0 to 1 percent slopes, rarely flooded"
5_22_61_51,571125,"Mahan fine sandy loam, 1 to 5 percent slopes"
4_28_153_34,2403457,"Savannah fine sandy loam, 0 to 2 percent slopes"
4_28_45_43,332383,"Atmore silt loam, 0 to 2 percent slopes"
4_28_73_54,332856,"McLaurin-Lucy association, rolling"
5_28_113_16,333668,"Savannah silt loam, 2 to 5 percent slopes, eroded"
5_28_157_20,571068,"Memphis silt loam, 5 to 8 percent slopes, eroded"
5_28_157_29,571079,"Providence silt loam, 5 to 8 percent slopes, eroded"
5_28_157_5,581766,"Lorman silt loam, 8 to 15 percent slopes, eroded"
5_28_63_24,568084,"Memphis-Natchez association, 12 to 50 percent slopes"
2_37_147_29,114347,"Wagram loamy sand, 0 to 6 percent slopes"
3_37_145_24,2439304,"Helena sandy loam, 2 to 6 percent slopes"
3_37_159_28,115000,"Pacolet sandy loam, 15 to 25 percent slopes"
3_37_197_26,2396720,"Clifford sandy clay loam, 2 to 6 percent slopes, moderately eroded"
3_37_69_24,112623,"Wake-Wateree-Wedowee complex, 8 to 15 percent slopes, rocky"
3_37_69_7,112623,"Wake-Wateree-Wedowee complex, 8 to 15 percent slopes, rocky"
4_37_193_27,2389070,"Rhodhiss fine sandy loam, 25 to 60 percent slopes"
4_37_193_6,1383442,"Evard gravelly sandy loam, 15 to 25 percent slopes"
4_37_27_27,2679231,"Fairview sandy clay loam, 2 to 8 percent slopes, moderately eroded"
1_45_13_13,132412,Bladen fine sandy loam
1_45_13_23,132434,Rosedhu fine sand
1_45_13_62,132438,Tomotley loamy fine sand
1_45_3_57,131777,"Troup sand, 6 to 10 percent slopes, Carolina and Georgia Sand Hills"
2_45_15_12,131952,"Craven loam, 0 to 2 percent slopes"
2_45_19_113,138287,Mine pits and dumps
3_45_1_77,1155016,"Mecklenburg sandy loam, 2 to 6 percent slopes"
3_45_39_38,129935,"Wateree-Rion complex, 15 to 40 percent slopes"
3_45_45_88,132489,"Hiwassee sandy loam, 6 to 10 percent slopes"
3_45_59_84,130353,"Cataula sandy loam, 2 to 6 percent slopes, moderately eroded"
3_45_71_97,639226,"Cecil sandy clay loam, 6 to 10 percent slopes, moderately eroded"
3_45_87_8,131487,"Madison sandy loam, 6 to 10 percent slopes"
2_47_135_38,560602,"Biffle gravelly silt loam, 15 to 30 percent slopes"
2_47_81_9,527454,"Biffle gravelly silt loam, 15 to 30 percent slopes"
3_47_111_11,527692,"Barfield-Ashwood-Rock outcrop complex, 20 to 50 percent slopes"
3_47_3_15,529364,"Braxton silt loam, 5 to 12 percent slopes, eroded"
4_47_133_9,2571840,"Standingstone-Hayter complex, 15 to 40 percent slopes, very rocky"
4_47_175_11,2517268,"Varilla-Beetree-Muse complex, 20 to 45 percent slopes, very stony"
4_47_185_10,2517203,"Algood gravelly silt loam, 12 to 20 percent slopes, eroded"
5_47_59_28,525172,"Litz silt loam, steep phase (armuchee)"
5_47_63_4,525277,"Talbott very rocky, rolling, 5 to 12 percent slope"
5_47_73_20,528541,"Dandridge shaly silty clay loam, 35 to 60 percent slopes"
5_47_9_22,1899569,"Tellico clay loam, severely eroded moderately steep phase"
3_51_157_15,517476,Very rocky land
4_51_15_75,517949,"Lew bouldery silt loam, 10 to 45 percent slopes"
5_51_105_39,521761,"Gilpin-Berks complex, 35 to 55 percent slopes"
1_48_199_72,2760776,"Vamont clay, 0 to 1 percent slopes"
1_48_199_77,2760762,"League clay, 0 to 1 percent slopes"
1_48_201_197,2888246,"Segno-Urban land complex, 1 to 3 percent slopes"
1_48_225_6,575550,"Sacul fine sandy loam, 1 to 3 percent slopes"
1_48_241_108,2888393,"Evadale silt loam, 0 to 1 percent slopes"
1_48_241_62,374433,"Mantachie and Bleakwood soils, frequently flooded"
1_48_241_93,2888394,"Evadale-Gist complex, 0 to 1 percent slopes"
1_48_245_68,2888530,"Labelle clay loam, 0 to 1 percent slopes, rarely flooded"
1_48_245_84,2888490,"League clay, 0 to 1 percent slopes"
1_48_289_49,369195,"Gasil fine sandy loam, 1 to 5 percent slopes"
1_48_291_115,2888269,"Evadale-Gist complex, 0 to 1 percent slopes"
1_48_291_130,2888286,"Atasco fine sandy loam, 2 to 5 percent slopes"
1_48_291_137,2888298,"Westcott very fine sandy loam, 0 to 1 percent slopes"
1_48_291_7,2888299,"Westcott-Plumgrove complex, 0 to 1 percent slopes"
1_48_291_80,2888279,"Plank silt loam, 0 to 1 percent slopes"
1_48_291_94,2888300,"Kaman clay, 0 to 1 percent slopes, frequently flooded"
1_48_339_50,2888348,"Waller silt loam, 0 to 1 percent slopes"
1_48_351_107,374438,"Kirbyville-Niwana complex, 0 to 2 percent slopes"
1_48_351_111,374455,"Simelake-Pluck complex, 0 to 1 percent slopes, frequently flooded"
1_48_351_30,2888418,"Otanya very fine sandy loam, 3 to 5 percent slopes"
1_48_351_53,2888424,"Vidor silt loam, 0 to 1 percent slopes"
1_48_361_20,2888519,"Mollco frequently ponded-Craigen complex, 0 to 1 percent slopes, rarely flooded"
1_48_361_34,2888488,"Labelle-Spindletop complex, 0 to 1 percent slopes"
1_48_361_43,2888515,"Texla silt loam, 0 to 2 percent slopes"
1_48_403_19,1894770,"Sawlit fine sandy loam, 0 to 3 percent slopes"
1_48_457_13,1479398,"Kirbyville-Niwana complex, 0 to 2 percent slopes"
1_48_457_47,1479396,"Kenefick-Caneyhead frequently ponded complex, 0 to 1 percent slopes"
1_48_5_23,575178,"Alazan very fine sandy loam, 0 to 4 percent slopes"
1_48_5_78,575202,"Herty very fine sandy loam, 1 to 5 percent slopes"
1_48_5_85,575234,"Ozias silty clay, frequently flooded"
2_48_347_110,575647,"Mantachie soils, frequently flooded"
2_48_347_52,575645,"Lilbert loamy fine sand, 1 to 8 percent slopes"
2_48_419_17,575778,"Alazan-Besner complex, 0 to 1 percent slopes, mounded"
2_48_419_45,3009445,"Meth fine sandy loam, 1 to 3 percent slopes"
3_48_89_83,364323,"Telf-Cieno frequently ponded complex, 0 to 1 percent slopes"
5_48_29_40,390505,"Eddy gravelly clay loam, 1 to 8 percent slopes"
2_17_163_20105,183178,"Bunkum-Atlas silty clay loams, 10 to 18 percent slopes, severely eroded"
2_18_173_20115,159971,"Orthents stony, 33 to 90 percent slopes"
3_20_155_20418,1443824,"Carway and Carbika soils, 0 to 1 percent slopes"
2_24_25_550,533443,Neshaminy and Montalto very stony silt loams 0 to 15 percent slopes
4_26_159_20027,186299,"Spinks-Oshtemo complex, 0 to 6 percent slopes"
4_26_159_20125,186305,"Spinks loamy sand, 0 to 6 percent slopes"
5_29_186_20025,991632,"Goss-Menfro complex, 14 to 45 percent slopes"
1_34_21_989,135201,"Readington and Abbottstown silt loams, 0 to 2 percent slopes"
1_34_41_100,3045084,"Nassau-Manlius very channery silt loams, 15 to 35 percent slopes, rocky"
1_34_41_24585,740977,"Rock outcrop-Farmington-Galway complex, 15 to 35 percent slopes"
7_36_21_3512,290365,"Manlius channery silt loam, 15 to 25 percent slopes"
8_36_59_3833,292923,"Pits, sand and gravel"
1_39_141_4924,170892,"Kendallville-Eldean complex, 20 to 35 percent slopes, eroded"
1_39_1_4099,170108,"Opequon silty clay loam, 25 to 40 percent slopes, eroded"
1_39_53_1209,536791,"Berks-Upshur association, very steep"
1_39_87_2564,536155,"Lily loam, 8 to 15 percent slopes"
2_39_167_3268,536498,"Gilpin-Summitville-Upshur complex, 35 to 70 percent slopes, benched"
3_39_119_1815,537906,"Lobdell loam, channery substratum, occasionally flooded"
3_39_119_4648,537959,"Westmoreland-Guernsey silt loams, 25 to 40 percent slopes, eroded"
3_39_119_5194,537858,"Berks-Westmoreland complex, 40 to 70 percent slopes"
3_39_31_3736,536591,"Aaron silt loam, 6 to 15 percent slopes, eroded"
4_39_35_3313,287299,"Ellsworth silt loam, 25 to 70 percent slopes"
5_39_89_5454,171067,"Orrville silt loam, 0 to 3 percent slopes, occasionally flooded"
0_42_57_4249,544929,"Sideling and Hazleton soils 25 to 60 percent slopes, extremely stony"
5_42_125_940,542152,"Dormont-Culleoka complex, 15 to 25 percent slopes"
5_42_129_322,544662,"Gilpin-Rock outcrop complex, 45 to 100 percent slopes"
5_42_129_921,544576,"Dormont silt loam, 8 to 15 percent slopes"
6_42_81_620,539073,"Dekalb very stony sandy loam, 8 to 25 percent slopes"
7_42_51_124,1591024,"Philo loam, 0 to 3 percent slopes, occasionally flooded"
9_42_17_1202,543725,"Udorthents, gravelly"
9_42_1_483,545574,"Croton silt loam, occasionally ponded, 0 to 3 percent slopes"
2_54_23_1344,515899,"Edom silt loam, 8 to 15 percent slopes"
2_54_41_1591,514821,"Udorthents, smoothed"
2_54_65_373,555730,"Calvin-Klinesville channery loams, 35 to 65 percent slopes"
2_54_7_1257,513060,"Gilpin-Upshur silt loams, 35 to 70 percent slopes"
2_54_7_161,513053,"Gilpin silt loam, 35 to 70 percent slopes, very stony"
2_54_93_1099,3054921,"Berks-Brownsville complex, moist, 15 to 25 percent slopes, very stony"
3_54_15_588,516102,"Laidig channery loam, 15 to 35 percent slopes, extremely stony"
3_54_39_1532,512830,"Clymer-Dekalb complex, very steep"
3_54_39_2800,512829,"Clymer-Dekalb complex, steep"
3_54_45_1554,1155553,"Matewan-Highsplint-Guyandotte association, very steep, extremely stony"
3_54_59_1359,1155553,"Matewan-Highsplint-Guyandotte association, very steep, extremely stony"
3_54_59_1575,1155553,"Matewan-Highsplint-Guyandotte association, very steep, extremely stony"
3_54_59_37,1155553,"Matewan-Highsplint-Guyandotte association, very steep, extremely stony"
3_54_5_1639,514855,"Matewan-Pineville-Guyandotte association, very steep, extremely stony"
3_54_5_546,514855,"Matewan-Pineville-Guyandotte association, very steep, extremely stony"
4_54_103_711,513710,"Gilpin-Peabody complex, 35 to 70 percent slopes"
4_54_107_2443,514657,"Upshur-Gilpin silt loams, 25 to 35 percent slopes, severely eroded"
4_54_79_1371,513167,"Gilpin-Upshur complex, stony, 35 to 65 percent slopes"
4_54_79_974,513167,"Gilpin-Upshur complex, stony, 35 to 65 percent slopes"
4_54_87_1586,515185,"Gilpin-Peabody complex, 35 to 70 percent slopes, severely eroded"
4_54_87_1622,515185,"Gilpin-Peabody complex, 35 to 70 percent slopes, severely eroded"
1_1_3_225,328132,"Faceville fine sandy loam, 0 to 2 percent slopes"
1_1_3_77,328148,"Hyde, Bayboro, and Muck soils"
1_1_53_82,329316,"Bibb soils, 0 to 2 percent slopes"
1_1_97_23,2995073,"Heidel fine sandy loam, 5 to 8 percent slopes"
2_1_91_77,330605,"Urbo-Mooreville-Una complex, 0 to 3 percent slopes, frequently flooded"
3_1_101_35,3116282,"Luverne-Smithdale complex, 15 to 35 percent slopes"
3_1_101_36,331016,Wickham silt loam
3_1_101_46,330993,Una clay
3_1_101_53,330895,Congaree silt loam
3_1_101_64,330992,Tuscumbia clay loam
3_1_17_48,122688,"Appling gravelly sandy clay loam, severely eroded, stongly sloping"
3_1_45_70,329031,"Sandy alluvial land, poorly drained"
3_1_61_47,329623,"Dothan sandy loam, 2 to 5 percent slopes"
3_1_69_35,633099,"Nankin-Lucy-Springhill complex, 12 to 20 percent slopes"
3_1_85_57,2514917,"Casemore loam, 0 to 1 percent slopes, rarely flooded"
5_1_27_48,122788,"Madison-Riverview association, hilly"
5_1_73_51,329934,"Palmerdale complex, steep"
6_1_33_2,328700,"Fullerton gravelly silt loam, 6 to 15 percent slopes"
6_1_77_60,523044,"Dickson silt loam, 2 to 5 percent slopes"
4_5_51_19,565618,"Sherless-Clebit complex, 3 to 8 percent slopes"
5_5_143_2,566604,"Nixa very gravelly silt loam, 3 to 8 percent slopes"
5_5_15_12,565232,"Noark very gravelly silt loam, 3 to 8 percent slopes"
5_5_33_21,565426,"Nella-Enders complex, 20 to 40 percent slopes"
5_5_47_25,565543,"Enders gravelly silt loam, 8 to 20 percent slopes, eroded"
1_12_125_11,1414582,"Blanton fine sand, 0 to 5 percent slopes"
2_12_13_70,1481023,"Brickyard clay loam, frequently flooded"
2_12_33_7,1425356,"Bigbee-Garcon-Fluvaquents complex, flooded"
2_12_45_9,1472749,Plummer fine sand
2_12_5_39,320820,Osier fine sand
3_12_101_32,323250,Sellers mucky loamy fine sand
3_12_57_60,1406977,"Malabar fine sand, 0 to 2 percent slopes"
1_13_107_44,324764,"Dothan loamy sand, 2 to 5 percent slopes"
1_13_109_7,325527,"Fuquay loamy sand, 0 to 5 percent slopes"
1_13_25_8,2686765,"Olustee loamy fine sand, 0 to 2 percent slopes"
1_13_279_20,326050,"Cowarts loamy sand, 2 to 5 percent slopes"
1_13_29_19,125376,Ellabelle loamy sand
1_13_39_73,125406,Brookman clay loam
1_13_51_99,125389,Ocilla complex
2_13_277_23,324937,Kinston and Osier fine sandy loams
2_13_315_21,326225,"Pelham loamy sand, 0 to 2 percent slopes"
2_13_87_58,754267,"Nankin-Cowarts complex, 8 to 12 percent slopes"
3_13_141_41,2639044,"Bonifay sand, 6 to 12 percent slopes"
3_13_181_16,127087,"Herndon very fine sandy loam, 6 to 10 percent slopes"
3_13_235_7,326234,"Tawcaw and Meggett silty clays, frequently flooded"
3_13_259_58,2425317,"Benevolence loamy sand, 0 to 5 percent slopes"
3_13_293_25,125763,"Davidson clay loam, 6 to 10 percent slopes, severely eroded"
3_13_293_26,125786,"Wehadkee soils, 0 to 2 percent slopes, frequently flooded"
3_13_319_16,326379,"Vaucluse and Ailey loamy sands, 8 to 17 percent slopes"
3_13_33_20,324587,"Fuquay loamy sand, 0 to 5 percent slopes"
4_13_11_21,125248,"Cecil sandy loam, 6 to 10 percent slopes, moderately eroded"
4_13_89_14,124262,"Madison sandy loam, 15 to 30 percent slopes"
1_21_119_24,3098714,"Handshoe-Fedscreek-Shelocta complex, 30 to 80 percent slopes, very stony"
1_21_119_9,550729,"Dekalb-Gilpin-Rayne complex, 25 to 65 percent slopes, very rocky"
1_21_131_39,552144,"Fairpoint and Bethesda soils, 2 to 70 percent slopes, benched, stony"
1_21_195_37,550039,"Marrowbone-Clifftop-Matewan complex, 35 to 75 percent slopes, very rocky"
1_21_195_79,3158449,"Cloverlick-Shelocta-Kimper complex, 20 to 80 percent slopes, very stony"
1_21_95_11,552119,"Gilpin-Rayne-Sequoia complex, 25 to 55 percent slopes, very stony"
2_21_115_6,3098707,"Shelocta-Handshoe-Fedscreek complex, 30 to 60 percent slopes, stony"
2_21_127_13,550914,"Shelocta-Grigsby-Orrville complex, 2 to 15 percent slopes"
2_21_135_16,550277,"Berks-Brownsville complex, 30 to 55 percent slopes, very rocky, eroded"
2_21_153_22,3098709,"Shelocta-Handshoe-Fedscreek complex, 30 to 60 percent slopes, stony"
2_21_89_79,550417,"Pope gravelly silt loam, 0 to 3 percent slopes, frequently flooded"
3_21_109_26,550715,"Shelocta and Caneyville soils and rock outcrop, steep"
3_21_13_35,552114,"Dumps, Mine; tailings; and Tipples"
3_21_51_28,552536,"Shelocta-Highsplint-Gilpin complex, 20 to 70 percent slopes, very stony"
4_21_11_31,1727497,"Cynthiana-Faywood complex, rocky, 20 to 40 percent slopes, eroded"
4_21_187_2,551986,"Eden flaggy silty clay, 20 to 30 percent slopes, severely eroded"
4_21_187_37,551986,"Eden flaggy silty clay, 20 to 30 percent slopes, severely eroded"
4_21_37_3,552031,"Eden silty clay loam, 20 to 35 percent slopes, eroded"
6_21_107_11,2526829,"Sharon silt loam, 0 to 2 percent slopes, occasionally flooded"
6_21_107_25,2526828,"Bonnie silt loam, 0 to 2 percent slopes, occasionally flooded"
6_21_31_45,2452887,"Newark silt loam, frequently flooded"
6_21_3_10,548771,"Trimble gravelly silt loam, 2 to 6 percent slopes, eroded"
6_21_3_18,548756,"Christian gravelly silt loam, 6 to 12 percent slopes, eroded"
6_21_3_29,548774,"Trimble gravelly silt loam, 20 to 50 percent slopes"
6_21_3_52,548774,"Trimble gravelly silt loam, 20 to 50 percent slopes"
6_21_61_10,2452825,"Allegheny loam, 6 to 12 percent slopes, eroded"
7_21_75_2,654191,"Memphis silt loam, 12 to 20 percent slopes, severely eroded"
7_21_7_11,1597364,"Feliciana-Brandon complex, 25 to 45 percent slopes, eroded"
2_22_101_62,378497,"Iberia clay, 0 to 1 percent slopes"
2_22_1_63,376884,"Acadiana silt loam, 1 to 3 percent slopes"
2_22_1_67,376919,"Barbary mucky clay, 0 to 1 percent slopes, frequently flooded"
2_22_1_70,376887,"Basile and Brule, 0 to 3 percent slopes, frequently flooded"
2_22_1_76,376888,"Crowley silt loam, 0 to 1 percent slopes"
2_22_1_78,376887,"Basile and Brule, 0 to 3 percent slopes, frequently flooded"
2_22_47_15,1451367,"Dowling association, frequently flooded"
2_22_5_29,1014629,"Deerford-Verdun complex, 0 to 1 percent slopes"
2_22_5_3,1014633,Foley-Deerford complex
2_22_75_173,1598669,"Schriever clay, 0 to 1 percent slopes, rarely flooded"
2_22_75_175,1598675,Water
2_22_89_2,375465,"Barbary muck, 0 to 1 percent slopes, frequently flooded"
2_22_89_25,375465,"Barbary muck, 0 to 1 percent slopes, frequently flooded"
2_22_99_6,824163,"Fausse soils, 0 to 1 percent slopes, frequently flooded"
2_22_9_65,3121699,"Dowling clay, 0 to 1 percent slopes, frequently flooded, tensas"
3_22_11_100,1725727,"Sugartown very fine sandy loam, 3 to 5 percent slopes"
3_22_11_116,1725683,"Beauregard silt loam, 1 to 3 percent slopes"
3_22_11_85,1725694,"Brimstone silt loam, 0 to 1 percent slopes, rarely flooded"
3_22_11_89,1725702,"Gore very fine sandy loam, 5 to 12 percent slopes"
3_22_19_115,1413696,"Mowata-Vidrine complex, 0 to 1 percent slopes, rarely flooded"
3_22_19_119,1413688,"Kinder-Gist complex, 0 to 1 percent slopes"
3_22_19_51,1413682,"Glenmora silt loam, 1 to 3 percent slopes"
3_22_19_89,1413699,"Una silty clay loam, frequently flooded"
3_22_19_98,1413678,"Crowley-Vidrine complex, 0 to 1 percent slopes"
3_22_39_39,1017117,"Caddo-Messer complex, 0 to 1 percent slopes"
3_22_3_75,1586104,"Guyton-Ouachita complex, 0 to 1 percent slopes, frequently flooded"
3_22_59_37,1600193,"Smithdale fine sandy loam, 12 to 30 percent slopes"
3_22_59_64,1600171,"Gore silt loam, 5 to 15 percent slopes"
3_22_59_70,1600197,"Vick silt loam, 0 to 2 percent slopes"
3_22_79_114,3178123,"Dorcheat silt loam, 1 to 3 percent slopes"
3_22_79_118,569987,"Ruston fine sandy loam, 3 to 8 percent slopes"
3_22_79_152,3178123,"Dorcheat silt loam, 1 to 3 percent slopes"
3_22_79_96,569961,"Guyton-Ouachita complex, 0 to 1 percent slopes, frequently flooded"
4_22_103_105,327001,"Guyton silt loam, 0 to 1 percent slopes, occasionally flooded"
4_22_103_117,327020,"Stough fine sandy loam, 0 to 1 percent slopes"
4_22_103_32,326998,"Cahaba fine sandy loam, 1 to 3 percent slopes"
4_22_105_63,1536518,"Ouachita, Ochlockonee and Guyton soils, 0 to 3 percent slopes, frequently flooded"
4_22_105_79,1536518,"Ouachita, Ochlockonee and Guyton soils, 0 to 3 percent slopes, frequently flooded"
4_22_37_45,1605275,"Ouachita, Ochlockonee and Guyton soils, 0 to 3 percent slopes, frequently flooded"
4_22_37_46,1605284,"Tangi silt loam, 3 to 8 percent slopes"
4_22_63_49,569743,"Gilbert-Brimstone silt loams, occasionally flooded"
4_22_91_21,1721651,"Tangi silt loam, 1 to 3 percent slopes"
5_22_111_64,1725331,"Darley gravelly fine sandy loam, 12 to 30 percent slope s"
5_22_119_42,570360,Pits
5_22_13_72,1724573,"Bowie fine sandy loam, 5 to 8 percent slopes"
5_22_13_80,1724582,"Eastwood fine sandy loam, 12 to 20 percent slopes"
5_22_21_43,1725648,"Guyton and Ouachita silt loams, frequently flooded"
3_28_23_8,332011,"Mantachie, Bibb, and Iuka soils (kirkville, kinston, iuka)"
4_28_131_41,334130,"Smithton-Harleston association, occasionally flooded"
4_28_147_26,334284,Mantachie soils
4_28_147_36,334287,"Ochlockonee-iuka soils, (jena-kirkville)"
4_28_35_45,332201,"Alaga loamy sand, 0 to 5 percent slopes"
4_28_67_48,332739,"Freest fine sandy loam, 2 to 5 percent slopes"
4_28_91_26,333116,"Cascilla silt loam, frequently flooded"
4_28_91_41,333142,"Smithdale sandy loam, 8 to 15 percent slopes"
4_28_91_5,333114,"Cascilla-Chenneby association, frequently flooded"
5_28_113_22,333670,"Stough silt loam, 0 to 2 percent slopes"
5_28_113_26,333640,Falaya silt loam
5_28_1_41,567413,"Lucy-Memphis association, hilly"
5_28_1_57,567413,"Lucy-Memphis association, hilly"
5_28_49_73,567929,"Providence silt loam, 5 to 8 percent slopes, eroded"
5_28_5_42,567459,"Smithdale sandy loam, 8 to 12 percent slopes, severely eroded"
1_37_17_215,115526,Woodington loamy sand
1_37_93_2,811297,"Norfolk loamy sand, 2 to 6 percent slopes"
2_37_195_19,116429,"Goldsboro sandy loam, 0 to 2 percent slopes"
2_37_83_89,113027,"Chewacla loam, 0 to 1 percent slopes, occasionally flooded"
3_37_135_46,114105,"Helena sandy loam, 2 to 8 percent slopes"
3_37_149_24,111094,"Madison sandy clay loam, 15 to 25 percent slopes, moderately eroded"
3_37_157_33,2389955,"Fairview-Poplar Forest complex, 15 to 25 percent slopes, moderately eroded"
3_37_157_56,2389952,"Fairview-Poplar Forest complex, 15 to 25 percent slopes"
3_37_159_8,114977,"Cid-Lignum complex, 1 to 6 percent slopes"
3_37_161_45,117611,"Cliffield-Rock outcrop complex, 50 to 95 percent slopes"
3_37_169_45,2389042,"Rhodhiss, Fairview, and Stott Knob soils, 25 to 60 percent slopes"
3_37_33_41,2973907,"Fairview sandy clay loam, 8 to 15 percent slopes, moderately eroded"
3_37_3_22,111352,"Evard-Cowee complex, 25 to 60 percent slopes, stony"
4_37_111_20,547196,"Evard-Cowee complex, 25 to 60 percent slopes"
